p1;p2
8.02845;64.4555
8.02785;64.4464
8.02726;64.4373
8.02675;64.4289
8.02616;64.4198
8.02565;64.4113
8.02519;64.4033
8.02468;64.3948
8.02408;64.3857
8.02349;64.3766
8.02298;64.3682
8.02239;64.3591
8.02179;64.35
8.02128;64.3415
8.02082;64.3335
8.02023;64.3244
8.01972;64.3159
8.01912;64.3068
8.01861;64.2984
8.01802;64.2893
8.01764;64.2819
8.01705;64.2728
8.01645;64.2637
8.01594;64.2553
8.01535;64.2462
8.01475;64.237
8.01424;64.2286
8.01378;64.2206
8.01327;64.2121
8.01267;64.203
8.01208;64.1939
8.01157;64.1855
8.01111;64.1774
8.01059;64.169
8.01;64.1599
8.0094;64.1508
8.00889;64.1423
8.0083;64.1332
8.0077;64.1241
8.00719;64.1157
8.00673;64.1076
8.00621;64.0992
-8.13024;66.1055
-8.12996;66.0989
-8.12938;66.0897
-8.12881;66.0806
-8.12831;66.0722
-8.12786;66.0642
-8.12728;66.0551
-8.12678;66.0466
-8.12621;66.0375
-8.12563;66.0284
-8.12513;66.02
-8.12455;66.0108
-8.12397;66.0017
-8.12347;65.9933
-8.12289;65.9842
-8.12231;65.9751
-8.12182;65.9666
-8.12137;65.9586
-8.12066;65.9484
-8.12016;65.94
-8.11971;65.9319
-8.11913;65.9228
-8.11863;65.9144
-8.11805;65.9053
-8.11747;65.8962
-8.11697;65.8877
-8.11639;65.8786
-8.11581;65.8695
-8.11531;65.8611
-8.11487;65.8531
-8.11437;65.8446
-8.11379;65.8355
-8.11321;65.8264
-8.11271;65.818
-8.11213;65.8088
-8.11154;65.7997
-8.11104;65.7913
-8.11046;65.7822
-8.10988;65.7731
-8.10938;65.7646
-8.1088;65.7555
-8.10822;65.7464
-8.10785;65.7391
-8.10727;65.7299
-8.10669;65.7208
-8.10619;65.7124
-8.10561;65.7033
-8.10503;65.6942
-8.10453;65.6857
-8.10394;65.6766
-8.10336;65.6675
-8.10286;65.6591
-8.10228;65.65
-8.1017;65.6409
-8.1012;65.6324
-8.10075;65.6244
-8.10025;65.616
-8.09966;65.6068
-8.09908;65.5977
-8.09858;65.5893
-8.098;65.5802
-8.09741;65.5711
-8.09691;65.5626
-8.09633;65.5535
-8.09575;65.5444
-8.09538;65.5371
-8.09479;65.528
-8.09421;65.5188
-8.09371;65.5104
-8.09313;65.5013
-8.09254;65.4922
-8.09204;65.4837
-8.09146;65.4746
-8.09087;65.4655
-8.09037;65.4571
-8.08992;65.4491
-8.08942;65.4406
-8.08883;65.4315
-8.08825;65.4224
-8.08775;65.414
-8.08716;65.4049
-8.08658;65.3957
-8.08608;65.3873
-8.08549;65.3782
-8.08491;65.3691
-8.08454;65.3617
-8.08395;65.3526
-8.08337;65.3435
-8.08286;65.3351
-8.08228;65.326
-8.08178;65.3175
-8.08119;65.3084
-8.08061;65.2993
-8.08023;65.2919
-8.07965;65.2828
-8.07906;65.2737
-8.07856;65.2653
-8.07798;65.2562
-8.07739;65.2471
-8.07689;65.2386
-8.0763;65.2295
-8.07571;65.2204
-8.07521;65.212
-8.07476;65.2039
-8.07425;65.1955
-8.07367;65.1864
-8.07308;65.1773
-8.07258;65.1688
-8.07199;65.1597
-8.0714;65.1506
-8.0709;65.1422
-8.07045;65.1341
-8.06994;65.1257
-8.06935;65.1166
-8.06877;65.1075
-8.06818;65.0984
-8.06768;65.0899
-8.06709;65.0808
-8.06658;65.0724
-8.066;65.0633
-8.06541;65.0542
-8.06504;65.0468
-8.06445;65.0377
-8.06386;65.0286
-8.06336;65.0201
-8.06277;65.011
-8.06226;65.0026
-8.06168;64.9935
-8.06109;64.9844
-8.06071;64.977
-8.06013;64.9679
-8.05954;64.9588
-8.05903;64.9504
-8.05844;64.9412
-8.05786;64.9321
-8.05735;64.9237
-8.05689;64.9157
-8.05639;64.9072
-8.0558;64.8981
-8.05521;64.889
-8.0547;64.8806
-8.05411;64.8715
-8.05353;64.8624
-8.05302;64.8539
-8.05256;64.8459
-8.05206;64.8374
-8.05147;64.8283
-8.05088;64.8192
-8.05037;64.8108
-8.04978;64.8017
-8.04919;64.7926
-8.04868;64.7841
-8.04823;64.7761
-8.04772;64.7676
-8.04713;64.7585
-8.04654;64.7494
-8.04603;64.741
-8.04544;64.7319
-8.04485;64.7228
-8.04434;64.7143
-8.04389;64.7063
-8.04338;64.6978
-8.04279;64.6887
-8.0422;64.6796
-8.04169;64.6712
-8.0411;64.6621
-8.04051;64.653
-8.04;64.6445
-8.03954;64.6365
-8.03903;64.6281
-8.03844;64.619
-8.03785;64.6099
-8.03734;64.6014
-8.03675;64.5923
-8.03616;64.5832
-8.03565;64.5748
-8.03519;64.5667
-8.03468;64.5583
-8.03409;64.5492
-8.0335;64.5401
-8.03299;64.5316
-8.0324;64.5225
-8.03181;64.5134
-8.03143;64.506
-8.03084;64.4969
-8.03033;64.4885
-8.02974;64.4794
-8.02915;64.4703
-8.02864;64.4618
-8.02818;64.4538
-8.02767;64.4453
-8.02707;64.4362
-8.02648;64.4271
-8.02597;64.4187
-8.02538;64.4096
-8.02479;64.4005
-8.02427;64.392
-8.02381;64.384
-8.02322;64.3749
-8.02271;64.3665
-8.02212;64.3574
-8.02161;64.3489
-8.02101;64.3398
-8.02064;64.3324
-8.02004;64.3233
-8.01945;64.3142
-8.01894;64.3058
-8.01834;64.2967
-8.01775;64.2876
-8.01724;64.2791
-8.01678;64.2711
-8.01627;64.2626
-8.01567;64.2535
-8.01508;64.2444
-8.01457;64.236
-8.01397;64.2269
-8.01359;64.2195
-8.013;64.2104
-8.0124;64.2013
-8.01189;64.1929
-8.0113;64.1838
-8.0107;64.1746
-8.01019;64.1662
-8.00973;64.1582
-8.00922;64.1497
-8.00862;64.1406
-8.00803;64.1315
-8.00751;64.1231
-8.00705;64.115
-8.00654;64.1066
8.131;66.1129
8.13037;66.1034
8.12993;66.0953
8.12935;66.0862
8.12885;66.0778
8.12827;66.0687
8.12769;66.0596
8.12719;66.0511
8.12662;66.042
8.12604;66.0329
8.12554;66.0245
8.12496;66.0154
8.12438;66.0063
8.12388;65.9978
8.12344;65.9898
8.12294;65.9814
8.12236;65.9722
8.12178;65.9631
8.1212;65.954
8.1207;65.9456
8.12012;65.9365
8.11962;65.928
8.11904;65.9189
8.11846;65.9098
8.11788;65.9007
8.11738;65.8923
8.11694;65.8842
8.11644;65.8758
8.11586;65.8667
8.11528;65.8576
8.11478;65.8491
8.1142;65.84
8.11362;65.8309
8.11312;65.8225
8.11254;65.8134
8.11196;65.8043
8.11146;65.7958
8.11088;65.7867
8.11029;65.7776
8.10993;65.7702
8.10934;65.7611
8.10876;65.752
8.10826;65.7436
8.10768;65.7345
8.1071;65.7254
8.1066;65.7169
8.10602;65.7078
8.10544;65.6987
8.10494;65.6903
8.10449;65.6822
8.10399;65.6738
8.1034;65.6647
8.10282;65.6556
8.10232;65.6471
8.10174;65.638
8.10116;65.6289
8.10066;65.6205
8.10007;65.6114
8.09949;65.6023
8.09899;65.5938
8.09841;65.5847
8.09796;65.5767
8.09746;65.5682
8.09687;65.5591
8.09629;65.55
8.09579;65.5416
8.09521;65.5325
8.09462;65.5234
8.09412;65.5149
8.09354;65.5058
8.09295;65.4967
8.09245;65.4883
8.092;65.4802
8.0915;65.4718
8.09092;65.4627
8.09033;65.4536
8.08983;65.4451
8.08925;65.436
8.08866;65.4269
8.08816;65.4185
8.08757;65.4094
8.08699;65.4003
8.08662;65.3929
8.08604;65.3838
8.08545;65.3747
8.08495;65.3663
8.08436;65.3571
8.08386;65.3487
8.08328;65.3396
8.08269;65.3305
8.08232;65.3231
8.08174;65.314
8.08115;65.3049
8.08065;65.2965
8.08006;65.2874
8.07948;65.2783
8.07897;65.2698
8.07839;65.2607
8.0778;65.2516
8.0773;65.2432
8.07684;65.2351
8.07634;65.2267
8.07575;65.2176
8.07517;65.2085
8.07466;65.2
8.07408;65.1909
8.07349;65.1818
8.07299;65.1734
8.0724;65.1643
8.07182;65.1552
8.07144;65.1478
8.07086;65.1387
8.07027;65.1296
8.06977;65.1211
8.06918;65.112
8.06867;65.1036
8.06809;65.0945
8.0675;65.0854
8.06713;65.078
8.06654;65.0689
8.06595;65.0598
8.06545;65.0513
8.06486;65.0422
8.06436;65.0338
8.06377;65.0247
8.06331;65.0166
8.06281;65.0082
8.06222;64.9991
8.06163;64.99
8.06113;64.9815
8.06054;64.9724
8.05995;64.9633
8.05944;64.9549
8.05886;64.9458
8.05848;64.9384
8.05789;64.9293
8.05731;64.9202
8.0568;64.9118
8.05621;64.9026
8.05562;64.8935
8.05512;64.8851
8.05453;64.876
8.05394;64.8669
8.05356;64.8595
8.05298;64.8504
8.05247;64.842
8.05188;64.8329
8.05129;64.8238
8.05078;64.8153
8.05019;64.8062
8.0496;64.7971
8.04923;64.7897
8.04864;64.7806
8.04813;64.7722
8.04754;64.7631
8.04695;64.754
8.04645;64.7455
8.04586;64.7364
8.04548;64.729
8.04489;64.7199
8.0443;64.7108
8.04379;64.7024
8.0432;64.6933
8.04261;64.6842
8.0421;64.6757
8.04165;64.6677
8.04114;64.6593
8.04055;64.6501
8.03996;64.641
8.03945;64.6326
8.03886;64.6235
8.03827;64.6144
8.03776;64.6059
8.0373;64.5979
8.03671;64.5888
8.0362;64.5804
8.03561;64.5713
8.0351;64.5628
8.03451;64.5537
8.03391;64.5446
8.03354;64.5372
8.03295;64.5281
8.03235;64.519
8.03185;64.5106
8.03125;64.5015
8.03074;64.493
8.03015;64.4839
8.02977;64.4765
8.02918;64.4674
8.02859;64.4583
8.02808;64.4499
8.02749;64.4408
8.02689;64.4317
8.02638;64.4232
8.02592;64.4152
8.02533;64.4061
8.02482;64.3976
8.02423;64.3885
8.02372;64.3801
8.02312;64.371
8.02253;64.3619
8.02215;64.3545
8.02156;64.3454
8.02097;64.3363
8.02046;64.3279
8.01986;64.3188
8.01935;64.3103
8.01889;64.3023
8.01838;64.2938
8.01779;64.2847
8.01719;64.2756
8.01668;64.2672
8.01609;64.2581
8.01549;64.249
8.01511;64.2416
8.01452;64.2325
8.01393;64.2234
8.01341;64.2149
8.01282;64.2058
8.01231;64.1974
8.01184;64.1894
8.01133;64.1809
8.01074;64.1718
8.01014;64.1627
8.00963;64.1543
8.00904;64.1452
8.00844;64.1361
8.00806;64.1287
8.00747;64.1196
8.00695;64.1111
8.00636;64.102
-8.1301;66.1083
-8.13039;66.1062
